txPk:vector(packetBytes) simpleBOLASetup.router0.ppp[0].ppp (#0 - simpleBOLATest-0-20230510-12:31:52-42807),,rxPkOk:vector(packetBytes) simpleBOLASetup.router0.ppp[0].ppp (#0 - simpleBOLATest-0-20230510-12:31:52-42807),
0.1002721,51,0.100817316,51
0.101340182667,47,0.104228268,47
0.102657516,247,0.112234550667,1499
0.120480084001,47,0.128738185335,1499
0.136983718669,47,0.136732852002,1499
0.144978385336,47,0.145241820003,1499
0.153487353337,47,0.15323648667,1499
0.161482020004,47,0.161231153337,1499
0.169476686671,47,0.169225820004,1499
0.177471353338,47,0.177220486671,1499
0.185466020005,47,0.185215153338,1499
0.193460686672,47,0.193209820005,1499
0.201455353339,47,0.201204486672,1499
0.209450020006,47,0.209199153339,1499
0.217444686673,47,0.217193820006,1499
0.22543935334,47,0.225188486673,1499
0.233434020007,47,0.23318315334,1499
0.241428686674,47,0.241177820007,1499
0.249423353341,47,0.249172486674,1499
0.257418020008,47,0.257167153341,1499
0.265412686675,47,0.265161820008,1499
0.273407353342,47,0.273156486675,1499
0.281402020009,47,0.281151153342,1499
0.289396686676,47,0.289145820009,1499
0.297391353343,47,0.297140486676,1499
0.30538602001,47,0.305135153343,1499
0.313380686677,47,0.31312982001,1499
0.321375353344,47,0.321124486677,1499
0.329370020011,47,0.329119153344,1499
0.337364686678,47,0.337113820011,1499
0.345359353345,47,0.345108486678,1499
0.353354020012,47,0.353103153345,1499
0.361348686679,47,0.361097820012,1499
0.369343353346,47,0.369092486679,1499
0.377338020013,47,0.377087153346,1499
0.38533268668,47,0.385081820013,1499
0.393327353347,47,0.39307648668,1499
0.401322020014,47,0.401071153347,1499
0.409316686681,47,0.409065820014,1499
0.417311353348,47,0.417060486681,1499
0.425306020015,47,0.425055153348,1499
0.433300686682,47,0.433049820015,1499
0.441295353349,47,0.441044486682,1499
0.449290020016,47,0.449039153349,1499
0.457284686683,47,0.457033820016,1499
0.46527935335,47,0.465028486683,1499
0.473274020017,47,0.47302315335,1499
0.481268686684,47,0.481017820017,1499
0.489263353351,47,0.489012486684,1499
0.497258020018,47,0.497007153351,1499
0.505252686685,47,0.505001820018,1499
0.513247353352,47,0.512996486685,1499
0.521242020019,47,0.520991153352,1499
0.529236686686,47,0.528985820019,1499
0.537231353353,47,0.536980486686,1499
0.54522602002,47,0.544975153353,1499
0.553220686687,47,0.55296982002,1499
0.561215353354,47,0.560964486687,1499
0.569210020021,47,0.568959153354,1499
0.577204686688,47,0.576953820021,1499
0.585199353355,47,0.584948486688,1499
0.593194020022,47,0.592943153355,1499
0.601188686689,47,0.600937820022,1499
0.609183353356,47,0.608932486689,1499
0.617178020023,47,0.616927153356,1499
0.62517268669,47,0.624921820023,1499
0.633167353357,47,0.63291648669,1499
0.641162020024,47,0.640911153357,1499
0.649156686691,47,0.648905820024,1499
0.657151353358,47,0.656900486691,1499
0.665146020025,47,0.672399950692,1311
0.679642817359,47,0.682530902692,47
0.680960150692,247,0.690537185359,1499
0.698782718693,47,0.698531852026,1499
0.70677738536,47,0.706526518693,1499
0.714772052027,47,0.71452118536,1499
0.722766718694,47,0.722515852027,1499
0.730761385361,47,0.730510518694,1499
0.738756052028,47,0.738505185361,1499
0.746750718695,47,0.746499852028,1499
0.754745385362,47,0.754494518695,1499
0.762740052029,47,0.762489185362,1499
0.770734718696,47,0.770483852029,1499
0.778729385363,47,0.778478518696,1499
0.78672405203,47,0.786473185363,1499
0.794718718697,47,0.79446785203,1499
0.802713385364,47,0.802462518697,1499
0.810708052031,47,0.810457185364,1499
0.818702718698,47,0.818451852031,1499
0.826697385365,47,0.826446518698,1499
0.834692052032,47,0.834441185365,1499
0.842686718699,47,0.842435852032,1499
0.850681385366,47,0.850430518699,1499
0.858676052033,47,0.858425185366,1499
0.8666707187,47,0.866419852033,1499
0.874665385367,47,0.8744145187,1499
0.882660052034,47,0.882409185367,1499
0.890654718701,47,0.890403852034,1499
0.898649385368,47,0.898398518701,1499
0.906644052035,47,0.906393185368,1499
0.914638718702,47,0.914387852035,1499
0.922633385369,47,0.922382518702,1499
0.930628052036,47,0.930377185369,1499
0.938622718703,47,0.938371852036,1499
0.94661738537,47,0.946366518703,1499
0.954612052037,47,0.95436118537,1499
0.962606718704,47,0.962355852037,1499
0.970601385371,47,0.970350518704,1499
0.978596052038,47,0.978345185371,1499
0.986590718705,47,0.986339852038,1499
0.994585385372,47,0.994334518705,1499
1.002580052039,47,1.002329185372,1499
1.010574718706,47,1.010323852039,1499
1.018569385373,47,1.018318518706,1499
1.02656405204,47,1.026313185373,1499
1.034558718707,47,1.03430785204,1499
1.042553385374,47,1.042302518707,1499
1.050548052041,47,1.050297185374,1499
1.058542718708,47,1.058291852041,1499
1.066537385375,47,1.066286518708,1499
1.074532052042,47,1.074281185375,1499
1.082526718709,47,1.082275852042,1499
1.090521385376,47,1.090270518709,1499
1.098516052043,47,1.098265185376,1499
1.10651071871,47,1.106259852043,1499
1.114505385377,47,1.11425451871,1499
1.122500052044,47,1.122249185377,1499
1.130494718711,47,1.130243852044,1499
1.138489385378,47,1.138238518711,1499
1.146484052045,47,1.146233185378,1499
1.154478718712,47,1.154227852045,1499
1.162473385379,47,1.162222518712,1499
1.170468052046,47,1.170217185379,1499
1.178462718713,47,1.178211852046,1499
1.18645738538,47,1.186206518713,1499
1.194452052047,47,1.19420118538,1499
1.202446718714,47,1.202195852047,1499
1.210441385381,47,1.210190518714,1499
1.218436052048,47,1.218185185381,1499
1.226430718715,47,1.226179852048,1499
1.234425385382,47,1.234174518715,1499
1.242420052049,47,1.242169185382,1499
1.250414718716,47,1.250163852049,1499
1.258409385383,47,1.258158518716,1499
1.26640405205,47,1.266153185383,1499
1.274398718717,47,1.27414785205,1499
1.282393385384,47,1.282142518717,1499
1.290388052051,47,1.290137185384,1499
1.298382718718,47,1.298131852051,1499
1.306377385385,47,1.306126518718,1499
1.314372052052,47,1.314121185385,1499
1.322366718719,47,1.322115852052,1499
1.330361385386,47,1.330110518719,1499
1.338356052053,47,1.338105185386,1499
1.34635071872,47,1.346099852053,1499
1.354345385387,47,1.35409451872,1499
1.362340052054,47,1.362089185387,1499
1.370334718721,47,1.374602844055,752
1.378864377389,47,1.381752462722,47
1.380181710722,247,1.389758745389,1499
1.398004278723,47,1.397753412056,1499
1.40599894539,47,1.405748078723,1499
1.413993612057,47,1.41374274539,1499
1.421988278724,47,1.421737412057,1499
1.429982945391,47,1.429732078724,1499
1.437977612058,47,1.437726745391,1499
1.445972278725,47,1.445721412058,1499
1.453966945392,47,1.453716078725,1499
1.461961612059,47,1.461710745392,1499
1.469956278726,47,1.469705412059,1499
1.477950945393,47,1.477700078726,1499
1.48594561206,47,1.485694745393,1499
1.493940278727,47,1.49368941206,1499
1.501934945394,47,1.501684078727,1499
1.509929612061,47,1.509678745394,1499
1.517924278728,47,1.517673412061,1499
1.525918945395,47,1.525668078728,1499
1.533913612062,47,1.533662745395,1499
1.541908278729,47,1.541657412062,1499
1.549902945396,47,1.549652078729,1499
1.557897612063,47,1.557646745396,1499
1.56589227873,47,1.565641412063,1499
1.573886945397,47,1.57363607873,1499
1.581881612064,47,1.581630745397,1499
1.589876278731,47,1.589625412064,1499
1.597870945398,47,1.597620078731,1499
1.605865612065,47,1.605614745398,1499
1.613860278732,47,1.613609412065,1499
1.621854945399,47,1.621604078732,1499
1.629849612066,47,1.629598745399,1499
1.637844278733,47,1.637593412066,1499
1.6458389454,47,1.645588078733,1499
1.653833612067,47,1.6535827454,1499
1.661828278734,47,1.661577412067,1499
1.669822945401,47,1.669572078734,1499
1.677817612068,47,1.677566745401,1499
1.685812278735,47,1.685561412068,1499
1.693806945402,47,1.693556078735,1499
1.701801612069,47,1.701550745402,1499
1.709796278736,47,1.709545412069,1499
1.717790945403,47,1.717540078736,1499
1.72578561207,47,1.725534745403,1499
1.733780278737,47,1.73352941207,1499
1.741774945404,47,1.741524078737,1499
1.749769612071,47,1.749518745404,1499
1.757764278738,47,1.757513412071,1499
1.765758945405,47,1.765508078738,1499
1.773753612072,47,1.773502745405,1499
1.781748278739,47,1.781497412072,1499
1.789742945406,47,1.789492078739,1499
1.797737612073,47,1.797486745406,1499
1.80573227874,47,1.805481412073,1499
1.813726945407,47,1.81347607874,1499
1.821721612074,47,1.821470745407,1499
1.829716278741,47,1.829465412074,1499
1.837710945408,47,1.837460078741,1499
1.845705612075,47,1.845454745408,1499
1.853700278742,47,1.853449412075,1499
1.861694945409,47,1.861444078742,1499
1.869689612076,47,1.869438745409,1499
1.877684278743,47,1.877433412076,1499
1.88567894541,47,1.885428078743,1499
1.893673612077,47,1.89342274541,1499
1.901668278744,47,1.901417412077,1499
1.909662945411,47,1.909412078744,1499
1.917657612078,47,1.917406745411,1499
1.925652278745,47,1.925401412078,1499
1.933646945412,47,1.933396078745,1499
1.941641612079,47,1.941390745412,1499
1.949636278746,47,1.949385412079,1499
1.957630945413,47,1.957380078746,1499
1.96562561208,47,1.965374745413,1499
1.973620278747,47,1.97336941208,1499
1.981614945414,47,1.981364078747,1499
1.989609612081,47,1.989358745414,1499
1.997604278748,47,1.997353412081,1499
2.005598945415,47,2.005348078748,1499
2.013593612082,47,2.013342745415,1499
2.021588278749,47,2.021337412082,1499
2.029582945416,47,2.029332078749,1499
2.037577612083,47,2.037326745416,1499
2.04557227875,47,2.045321412083,1499
2.053566945417,47,2.05331607875,1499
2.061561612084,47,2.061310745417,1499
2.069556278751,47,2.073824404085,752
2.078085937419,47,2.080974022752,47
2.079403270752,247,2.088980305419,1499
2.097225838753,47,2.096974972086,1499
2.10522050542,47,2.104969638753,1499
2.113215172087,47,2.11296430542,1499
2.121209838754,47,2.120958972087,1499
2.129204505421,47,2.128953638754,1499
2.137199172088,47,2.136948305421,1499
2.145193838755,47,2.144942972088,1499
2.153188505422,47,2.152937638755,1499
2.161183172089,47,2.160932305422,1499
2.169177838756,47,2.168926972089,1499
2.177172505423,47,2.176921638756,1499
2.18516717209,47,2.184916305423,1499
2.193161838757,47,2.19291097209,1499
2.201156505424,47,2.200905638757,1499
2.209151172091,47,2.208900305424,1499
2.217145838758,47,2.216894972091,1499
2.225140505425,47,2.224889638758,1499
2.233135172092,47,2.232884305425,1499
2.241129838759,47,2.240878972092,1499
2.249124505426,47,2.248873638759,1499
2.257119172093,47,2.256868305426,1499
2.26511383876,47,2.264862972093,1499
2.273108505427,47,2.27285763876,1499
2.281103172094,47,2.280852305427,1499
2.289097838761,47,2.288846972094,1499
2.297092505428,47,2.296841638761,1499
2.305087172095,47,2.304836305428,1499
2.313081838762,47,2.312830972095,1499
2.321076505429,47,2.320825638762,1499
2.329071172096,47,2.328820305429,1499
2.337065838763,47,2.336814972096,1499
2.34506050543,47,2.344809638763,1499
2.353055172097,47,2.35280430543,1499
2.361049838764,47,2.360798972097,1499
2.369044505431,47,2.368793638764,1499
2.377039172098,47,2.376788305431,1499
2.385033838765,47,2.384782972098,1499
2.393028505432,47,2.392777638765,1499
2.401023172099,47,2.400772305432,1499
2.409017838766,47,2.408766972099,1499
2.417012505433,47,2.416761638766,1499
2.4250071721,47,2.424756305433,1499
